"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","AUS","Australia","2017","2017",1672875.44,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","AUT","Austria","2017","2017",457380,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","AUT","Austria","2018","2018",465820,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","AUT","Austria","2019","2019",466490,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","AUT","Austria","2020","2020",474090,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","AUT","Austria","2021","2021",493130,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2017","2017",621600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2018","2018",633800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2019","2019",647900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2020","2020",657000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","BEL","Belgium","2021","2021",667600,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2017","2017",2136670,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2018","2018",2188445,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2019","2019",2245005,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2020","2020",2206200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2021","2021",2382040,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2017","2017",344418,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2018","2018",353862,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2019","2019",356553,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2020","2020",369137,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2021","2021",376920,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2017","2017",511000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2018","2018",518000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2019","2019",524000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2020","2020",531000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2021","2021",555000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2017","2017",413900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2018","2018",426600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2019","2019",442600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2020","2020",443300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2021","2021",467700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2017","2017",3910000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2018","2018",3915000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2019","2019",3933000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2020","2020",3965000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2021","2021",4035000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2017","2017",5812000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2018","2018",5924000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2019","2019",6038000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2020","2020",6143000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2021","2021",6268000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2017","2017",251215,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2018","2018",259068,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2019","2019",268660,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2020","2020",275403,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2021","2021",283300,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2017","2017",303987,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2018","2018",312540,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2019","2019",318598,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2020","2020",323901,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2021","2021",323614,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2017","2017",21500,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2018","2018",22400,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2019","2019",23600,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2020","2020",25500,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2021","2021",25900,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2017","2017",280222,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2018","2018",283484.47,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2019","2019",290205.59,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2020","2020",287406.98,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2021","2021",307093.53,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2017","2017",1942700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2018","2018",1977400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2019","2019",1982200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2020","2020",2005900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2021","2021",2008200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2017","2017",8321000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2018","2018",8515000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2019","2019",8641000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2020","2020",8805000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2021","2021",9008000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2017","2017",1921300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2018","2018",2046200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2019","2019",2206000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2020","2020",2336300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2021","2021",2534000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2017","2017",44955,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2018","2018",46520,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2019","2019",48602,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2020","2020",50428,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2021","2021",51508,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2017","2017",1143732,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2018","2018",1159743,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2019","2019",1167761,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2020","2020",1195395,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2021","2021",1211021,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2017","2017",1403000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2018","2018",1439000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2019","2019",1493000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2020","2020",1531000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2021","2021",1573000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",261200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",277600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",284400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",293600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",296700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",583000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",588000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",593000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",593000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",604000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","POL","Poland","2017","2017",978400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","POL","Poland","2018","2018",980600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","POL","Poland","2019","2019",982600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","POL","Poland","2020","2020",1003400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","POL","Poland","2021","2021",1097600,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2017","2017",391007,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2018","2018",400202,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2019","2019",405637,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2020","2020",416032,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","PRT","Portugal","2021","2021",431799,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2017","2017",136647,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2018","2018",136421,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2019","2019",140037,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2020","2020",142112,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVK","Slovak Republic","2021","2021",143360,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2017","2017",1452100,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2018","2018",1496700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2019","2019",1546100,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2020","2020",1543150,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ESP","Spain","2021","2021",1663400,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2017","2017",841000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2018","2018",853000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2019","2019",851000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2020","2020",853000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2021","2021",1008000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2017","2017",682545.31,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2018","2018",698202.36,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2019","2019",709487.59,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2020","2020",719223.96,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2021","2021",735579.46,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2017","2017",1186600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2018","2018",1427275,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2019","2019",1491375,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2020","2020",1467100,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2017","2017",3947456,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2018","2018",3978222,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2019","2019",4027301,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2020","2020",4119519,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2021","2021",4189592,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2017","2017",20718000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2018","2018",21132000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2019","2019",21701000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2020","2020",20738000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","USA","United States","2021","2021",21203000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2017","2017",445838.81,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2018","2018",470448.8,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CHL","Chile","2019","2019",507078.05,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2017","2017",38920,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2018","2018",39990,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2019","2019",39970,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2020","2020",39990,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","EST","Estonia","2021","2021",41200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2017","2017",427441.52,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2018","2018",442615.14,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2019","2019",456559.73,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2020","2020",478621.24,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISR","Israel","2021","2021",476944.51,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","RUS","Russia","2017","2017",4450300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","RUS","Russia","2018","2018",4404000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","RUS","Russia","2019","2019",4400000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2017","2017",63656,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2018","2018",65516,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2019","2019",67217,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2020","2020",69637,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","SVN","Slovenia","2021","2021",73200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2017","2017",74108,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2018","2018",75602,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2019","2019",92386,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2020","2020",85503,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2021","2021",82554,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2017","2017",48889,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2018","2018",49451,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2019","2019",50338,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2020","2020",51276,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2021","2021",52953,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2017","2017",92567,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2018","2018",94294,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2019","2019",99431,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LTU","Lithuania","2020","2020",96677,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","COL","Colombia","2017","2017",933095,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","COL","Colombia","2018","2018",923304,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","COL","Colombia","2019","2019",929497,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","COL","Colombia","2020","2020",796039,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","COL","Colombia","2021","2021",842198,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ROU","Romania","2017","2017",399400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ROU","Romania","2018","2018",401300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ROU","Romania","2019","2019",414500,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ROU","Romania","2020","2020",410800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ROU","Romania","2021","2021",411500,"P","Provisional value"
